answer,pct,pollster,methodology,population,population_full,sample_size,numeric_grade,pollscore,party,transparency_score,end_date
Trump,40,Morning Consult,Online Panel,rv,rv,796,1.9,-0.3,REP,3,12/6/23
Kennedy,10,Morning Consult,Online Panel,rv,rv,796,1.9,-0.3,IND,3,12/6/23
West,1,Morning Consult,Online Panel,rv,rv,796,1.9,-0.3,IND,3,12/6/23
Stein,1,Morning Consult,Online Panel,rv,rv,796,1.9,-0.3,GRE,3,12/6/23
Biden,42,Morning Consult,Online Panel,rv,rv,796,1.9,-0.3,DEM,3,12/6/23
Trump,46,Morning Consult,Online Panel,rv,rv,796,1.9,-0.3,REP,3,12/6/23
Biden,37,Morning Consult,Online Panel,rv,rv,801,1.9,-0.3,DEM,3,12/6/23
Trump,44,Morning Consult,Online Panel,rv,rv,801,1.9,-0.3,REP,3,12/6/23
Kennedy,6,Morning Consult,Online Panel,rv,rv,801,1.9,-0.3,IND,3,12/6/23
West,2,Morning Consult,Online Panel,rv,rv,801,1.9,-0.3,IND,3,12/6/23
Stein,1,Morning Consult,Online Panel,rv,rv,801,1.9,-0.3,GRE,3,12/6/23
Biden,43,Morning Consult,Online Panel,rv,rv,801,1.9,-0.3,DEM,3,12/6/23
Trump,49,Morning Consult,Online Panel,rv,rv,801,1.9,-0.3,REP,3,12/6/23
Biden,35,Morning Consult,Online Panel,rv,rv,703,1.9,-0.3,DEM,3,12/6/23
Trump,39,Morning Consult,Online Panel,rv,rv,703,1.9,-0.3,REP,3,12/6/23
Kennedy,10,Morning Consult,Online Panel,rv,rv,703,1.9,-0.3,IND,3,12/6/23
West,2,Morning Consult,Online Panel,rv,rv,703,1.9,-0.3,IND,3,12/6/23
Stein,1,Morning Consult,Online Panel,rv,rv,703,1.9,-0.3,GRE,3,12/6/23
Biden,42,Morning Consult,Online Panel,rv,rv,703,1.9,-0.3,DEM,3,12/6/23
Trump,46,Morning Consult,Online Panel,rv,rv,703,1.9,-0.3,REP,3,12/6/23
Biden,37,Morning Consult,Online Panel,rv,rv,451,1.9,-0.3,DEM,3,12/6/23
Trump,42,Morning Consult,Online Panel,rv,rv,451,1.9,-0.3,REP,3,12/6/23
Kennedy,11,Morning Consult,Online Panel,rv,rv,451,1.9,-0.3,IND,3,12/6/23
West,2,Morning Consult,Online Panel,rv,rv,451,1.9,-0.3,IND,3,12/6/23
Stein,1,Morning Consult,Online Panel,rv,rv,451,1.9,-0.3,GRE,3,12/6/23
Biden,44,Morning Consult,Online Panel,rv,rv,451,1.9,-0.3,DEM,3,12/6/23
Trump,47,Morning Consult,Online Panel,rv,rv,451,1.9,-0.3,REP,3,12/6/23
Biden,34,Morning Consult,Online Panel,rv,rv,704,1.9,-0.3,DEM,3,12/6/23
Trump,45,Morning Consult,Online Panel,rv,rv,704,1.9,-0.3,REP,3,12/6/23
Kennedy,8,Morning Consult,Online Panel,rv,rv,704,1.9,-0.3,IND,3,12/6/23
West,1,Morning Consult,Online Panel,rv,rv,704,1.9,-0.3,IND,3,12/6/23
Stein,1,Morning Consult,Online Panel,rv,rv,704,1.9,-0.3,GRE,3,12/6/23
Biden,40,Morning Consult,Online Panel,rv,rv,704,1.9,-0.3,DEM,3,12/6/23
Trump,49,Morning Consult,Online Panel,rv,rv,704,1.9,-0.3,REP,3,12/6/23
Biden,38,Morning Consult,Online Panel,rv,rv,799,1.9,-0.3,DEM,3,12/6/23
Trump,39,Morning Consult,Online Panel,rv,rv,799,1.9,-0.3,REP,3,12/6/23
Kennedy,9,Morning Consult,Online Panel,rv,rv,799,1.9,-0.3,IND,3,12/6/23
West,1,Morning Consult,Online Panel,rv,rv,799,1.9,-0.3,IND,3,12/6/23
Stein,1,Morning Consult,Online Panel,rv,rv,799,1.9,-0.3,GRE,3,12/6/23
Biden,44,Morning Consult,Online Panel,rv,rv,799,1.9,-0.3,DEM,3,12/6/23
Trump,46,Morning Consult,Online Panel,rv,rv,799,1.9,-0.3,REP,3,12/6/23
Biden,34,Morning Consult,Online Panel,rv,rv,681,1.9,-0.3,DEM,3,12/6/23
Trump,40,Morning Consult,Online Panel,rv,rv,681,1.9,-0.3,REP,3,12/6/23
Kennedy,10,Morning Consult,Online Panel,rv,rv,681,1.9,-0.3,IND,3,12/6/23
West,1,Morning Consult,Online Panel,rv,rv,681,1.9,-0.3,IND,3,12/6/23
Stein,3,Morning Consult,Online Panel,rv,rv,681,1.9,-0.3,GRE,3,12/6/23
Biden,41,Morning Consult,Online Panel,rv,rv,681,1.9,-0.3,DEM,3,12/6/23
Trump,45,Morning Consult,Online Panel,rv,rv,681,1.9,-0.3,REP,3,12/6/23
Biden,42,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,12/5/23
Trump,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,12/5/23
Biden,42,YouGov,Online Panel,rv,rv,1291,3,-1.1,DEM,9,12/5/23
Trump,41,YouGov,Online Panel,rv,rv,1291,3,-1.1,REP,9,12/5/23
Biden,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,12/4/23
Trump,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,12/4/23
Biden,43,Morning Consult,Online Panel,rv,rv,5800,1.9,-0.3,DEM,3,12/3/23
Trump,43,Morning Consult,Online Panel,rv,rv,5800,1.9,-0.3,REP,3,12/3/23
Biden,30.1,Big Village,Online Panel,a,a,3021,1.2,1.7,DEM,7,12/3/23
Trump,37.9,Big Village,Online Panel,a,a,3021,1.2,1.7,REP,7,12/3/23
Kennedy,12.2,Big Village,Online Panel,a,a,3021,1.2,1.7,IND,7,12/3/23
West,3,Big Village,Online Panel,a,a,3021,1.2,1.7,IND,7,12/3/23
Biden,34,Big Village,Online Panel,rv,rv,2505,1.2,1.7,DEM,7,12/3/23
Trump,39.8,Big Village,Online Panel,rv,rv,2505,1.2,1.7,REP,7,12/3/23
Kennedy,12.3,Big Village,Online Panel,rv,rv,2505,1.2,1.7,IND,7,12/3/23
West,2.9,Big Village,Online Panel,rv,rv,2505,1.2,1.7,IND,7,12/3/23
Biden,36.3,Big Village,Online Panel,lv,lv,2219,1.2,1.7,DEM,7,12/3/23
Trump,41.8,Big Village,Online Panel,lv,lv,2219,1.2,1.7,REP,7,12/3/23
Kennedy,11.7,Big Village,Online Panel,lv,lv,2219,1.2,1.7,IND,7,12/3/23
West,2.8,Big Village,Online Panel,lv,lv,2219,1.2,1.7,IND,7,12/3/23
Biden,42,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,12/2/23
Trump,44,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,12/2/23
Biden,26,SSRS,Live Phone,rv,rv,502,2.4,-0.2,DEM,10,12/2/23
Trump,45,SSRS,Live Phone,rv,rv,502,2.4,-0.2,REP,10,12/2/23
Kennedy,12,SSRS,Live Phone,rv,rv,502,2.4,-0.2,IND,10,12/2/23
Biden,39,TIPP,Online Panel,rv,rv,1301,1.8,-0.4,DEM,3,12/1/23
Trump,41,TIPP,Online Panel,rv,rv,1301,1.8,-0.4,REP,3,12/1/23
Biden,33,TIPP,Online Panel,rv,rv,1301,1.8,-0.4,DEM,3,12/1/23
Trump,38,TIPP,Online Panel,rv,rv,1301,1.8,-0.4,REP,3,12/1/23
Kennedy,11,TIPP,Online Panel,rv,rv,1301,1.8,-0.4,IND,3,12/1/23
West,2,TIPP,Online Panel,rv,rv,1301,1.8,-0.4,IND,3,12/1/23
Stein,2,TIPP,Online Panel,rv,rv,1301,1.8,-0.4,GRE,3,12/1/23
Biden,41,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,12/1/23
Trump,44,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,12/1/23
Biden,34,J.L. Partners,Live Phone/Text-to-Web/App Panel,lv,lv,550,1.6,0.2,DEM,6,12/1/23
Trump,39,J.L. Partners,Live Phone/Text-to-Web/App Panel,lv,lv,550,1.6,0.2,REP,6,12/1/23
Kennedy,4,J.L. Partners,Live Phone/Text-to-Web/App Panel,lv,lv,550,1.6,0.2,IND,6,12/1/23
West,1,J.L. Partners,Live Phone/Text-to-Web/App Panel,lv,lv,550,1.6,0.2,IND,6,12/1/23
Biden,43,J.L. Partners,Live Phone/Text-to-Web/App Panel,lv,lv,550,1.6,0.2,DEM,6,12/1/23
Trump,48,J.L. Partners,Live Phone/Text-to-Web/App Panel,lv,lv,550,1.6,0.2,REP,6,12/1/23
Biden,36,J.L. Partners,Live Phone/Text-to-Web/App Panel,lv,lv,550,1.6,0.2,DEM,6,12/1/23
Trump,39,J.L. Partners,Live Phone/Text-to-Web/App Panel,lv,lv,550,1.6,0.2,REP,6,12/1/23
Kennedy,2,J.L. Partners,Live Phone/Text-to-Web/App Panel,lv,lv,550,1.6,0.2,IND,6,12/1/23
West,1,J.L. Partners,Live Phone/Text-to-Web/App Panel,lv,lv,550,1.6,0.2,IND,6,12/1/23
Biden,44,J.L. Partners,Live Phone/Text-to-Web/App Panel,lv,lv,550,1.6,0.2,DEM,6,12/1/23
Trump,46,J.L. Partners,Live Phone/Text-to-Web/App Panel,lv,lv,550,1.6,0.2,REP,6,12/1/23
Biden,37,J.L. Partners,Live Phone/Text-to-Web/App Panel,lv,lv,550,1.6,0.2,DEM,6,12/1/23
Trump,32,J.L. Partners,Live Phone/Text-to-Web/App Panel,lv,lv,550,1.6,0.2,REP,6,12/1/23
Kennedy,6,J.L. Partners,Live Phone/Text-to-Web/App Panel,lv,lv,550,1.6,0.2,IND,6,12/1/23
West,1,J.L. Partners,Live Phone/Text-to-Web/App Panel,lv,lv,550,1.6,0.2,IND,6,12/1/23
Stein,2,J.L. Partners,Live Phone/Text-to-Web/App Panel,lv,lv,550,1.6,0.2,GRE,6,12/1/23
Biden,45,J.L. Partners,Live Phone/Text-to-Web/App Panel,lv,lv,550,1.6,0.2,DEM,6,12/1/23
Trump,41,J.L. Partners,Live Phone/Text-to-Web/App Panel,lv,lv,550,1.6,0.2,REP,6,12/1/23
Biden,47,HarrisX,Online Panel,rv,rv,2018,1.5,-0.1,DEM,6,12/1/23
Trump,53,HarrisX,Online Panel,rv,rv,2018,1.5,-0.1,REP,6,12/1/23
Biden,49,HarrisX,Online Panel,rv,rv,2018,1.5,-0.1,DEM,6,12/1/23
DeSantis,51,HarrisX,Online Panel,rv,rv,2018,1.5,-0.1,REP,6,12/1/23
Biden,45,HarrisX,Online Panel,rv,rv,2018,1.5,-0.1,DEM,6,12/1/23
Haley,55,HarrisX,Online Panel,rv,rv,2018,1.5,-0.1,REP,6,12/1/23
Biden,40,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,11/30/23
Trump,44,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,11/30/23
Biden,33,Redfield & Wilton Strategies,Online Panel,lv,lv,1103,1.8,0.4,DEM,9,11/29/23
Trump,40,Redfield & Wilton Strategies,Online Panel,lv,lv,1103,1.8,0.4,REP,9,11/29/23
Kennedy,10,Redfield & Wilton Strategies,Online Panel,lv,lv,1103,1.8,0.4,IND,9,11/29/23
Biden,34,Redfield & Wilton Strategies,Online Panel,lv,lv,1103,1.8,0.4,DEM,9,11/29/23
DeSantis,27,Redfield & Wilton Strategies,Online Panel,lv,lv,1103,1.8,0.4,REP,9,11/29/23
Kennedy,17,Redfield & Wilton Strategies,Online Panel,lv,lv,1103,1.8,0.4,IND,9,11/29/23
Biden,33,Redfield & Wilton Strategies,Online Panel,lv,lv,1103,1.8,0.4,DEM,9,11/29/23
Haley,25,Redfield & Wilton Strategies,Online Panel,lv,lv,1103,1.8,0.4,REP,9,11/29/23
Kennedy,19,Redfield & Wilton Strategies,Online Panel,lv,lv,1103,1.8,0.4,IND,9,11/29/23
Biden,34,Redfield & Wilton Strategies,Online Panel,lv,lv,897,1.8,0.4,DEM,9,11/29/23
Trump,44,Redfield & Wilton Strategies,Online Panel,lv,lv,897,1.8,0.4,REP,9,11/29/23
Kennedy,9,Redfield & Wilton Strategies,Online Panel,lv,lv,897,1.8,0.4,IND,9,11/29/23
Biden,34,Redfield & Wilton Strategies,Online Panel,lv,lv,897,1.8,0.4,DEM,9,11/29/23
DeSantis,38,Redfield & Wilton Strategies,Online Panel,lv,lv,897,1.8,0.4,REP,9,11/29/23
Kennedy,12,Redfield & Wilton Strategies,Online Panel,lv,lv,897,1.8,0.4,IND,9,11/29/23
Biden,32,Redfield & Wilton Strategies,Online Panel,lv,lv,897,1.8,0.4,DEM,9,11/29/23
Haley,27,Redfield & Wilton Strategies,Online Panel,lv,lv,897,1.8,0.4,REP,9,11/29/23
Kennedy,16,Redfield & Wilton Strategies,Online Panel,lv,lv,897,1.8,0.4,IND,9,11/29/23
Biden,35,Redfield & Wilton Strategies,Online Panel,lv,lv,746,1.8,0.4,DEM,9,11/29/23
Trump,45,Redfield & Wilton Strategies,Online Panel,lv,lv,746,1.8,0.4,REP,9,11/29/23
Kennedy,7,Redfield & Wilton Strategies,Online Panel,lv,lv,746,1.8,0.4,IND,9,11/29/23
Biden,36,Redfield & Wilton Strategies,Online Panel,lv,lv,746,1.8,0.4,DEM,9,11/29/23
DeSantis,34,Redfield & Wilton Strategies,Online Panel,lv,lv,746,1.8,0.4,REP,9,11/29/23
Kennedy,14,Redfield & Wilton Strategies,Online Panel,lv,lv,746,1.8,0.4,IND,9,11/29/23
Biden,35,Redfield & Wilton Strategies,Online Panel,lv,lv,746,1.8,0.4,DEM,9,11/29/23
Haley,27,Redfield & Wilton Strategies,Online Panel,lv,lv,746,1.8,0.4,REP,9,11/29/23
Kennedy,17,Redfield & Wilton Strategies,Online Panel,lv,lv,746,1.8,0.4,IND,9,11/29/23
Biden,38,Redfield & Wilton Strategies,Online Panel,lv,lv,874,1.8,0.4,DEM,9,11/29/23
Trump,39,Redfield & Wilton Strategies,Online Panel,lv,lv,874,1.8,0.4,REP,9,11/29/23
Kennedy,9,Redfield & Wilton Strategies,Online Panel,lv,lv,874,1.8,0.4,IND,9,11/29/23
Biden,39,Redfield & Wilton Strategies,Online Panel,lv,lv,874,1.8,0.4,DEM,9,11/29/23
DeSantis,30,Redfield & Wilton Strategies,Online Panel,lv,lv,874,1.8,0.4,REP,9,11/29/23
Kennedy,13,Redfield & Wilton Strategies,Online Panel,lv,lv,874,1.8,0.4,IND,9,11/29/23
Biden,37,Redfield & Wilton Strategies,Online Panel,lv,lv,874,1.8,0.4,DEM,9,11/29/23
Haley,25,Redfield & Wilton Strategies,Online Panel,lv,lv,874,1.8,0.4,REP,9,11/29/23
Kennedy,18,Redfield & Wilton Strategies,Online Panel,lv,lv,874,1.8,0.4,IND,9,11/29/23
Biden,35,Redfield & Wilton Strategies,Online Panel,lv,lv,620,1.8,0.4,DEM,9,11/29/23
Trump,44,Redfield & Wilton Strategies,Online Panel,lv,lv,620,1.8,0.4,REP,9,11/29/23
Kennedy,8,Redfield & Wilton Strategies,Online Panel,lv,lv,620,1.8,0.4,IND,9,11/29/23
Biden,34,Redfield & Wilton Strategies,Online Panel,lv,lv,620,1.8,0.4,DEM,9,11/29/23
DeSantis,38,Redfield & Wilton Strategies,Online Panel,lv,lv,620,1.8,0.4,REP,9,11/29/23
Kennedy,12,Redfield & Wilton Strategies,Online Panel,lv,lv,620,1.8,0.4,IND,9,11/29/23
Biden,33,Redfield & Wilton Strategies,Online Panel,lv,lv,620,1.8,0.4,DEM,9,11/29/23
Haley,36,Redfield & Wilton Strategies,Online Panel,lv,lv,620,1.8,0.4,REP,9,11/29/23
Kennedy,12,Redfield & Wilton Strategies,Online Panel,lv,lv,620,1.8,0.4,IND,9,11/29/23
Biden,37,Redfield & Wilton Strategies,Online Panel,lv,lv,887,1.8,0.4,DEM,9,11/29/23
Trump,44,Redfield & Wilton Strategies,Online Panel,lv,lv,887,1.8,0.4,REP,9,11/29/23
Kennedy,7,Redfield & Wilton Strategies,Online Panel,lv,lv,887,1.8,0.4,IND,9,11/29/23
Biden,37,Redfield & Wilton Strategies,Online Panel,lv,lv,887,1.8,0.4,DEM,9,11/29/23
DeSantis,34,Redfield & Wilton Strategies,Online Panel,lv,lv,887,1.8,0.4,REP,9,11/29/23
Kennedy,13,Redfield & Wilton Strategies,Online Panel,lv,lv,887,1.8,0.4,IND,9,11/29/23
Biden,36,Redfield & Wilton Strategies,Online Panel,lv,lv,887,1.8,0.4,DEM,9,11/29/23
Haley,26,Redfield & Wilton Strategies,Online Panel,lv,lv,887,1.8,0.4,REP,9,11/29/23
Kennedy,18,Redfield & Wilton Strategies,Online Panel,lv,lv,887,1.8,0.4,IND,9,11/29/23
Biden,40,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,11/29/23
Trump,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,11/29/23
Biden,40,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,11/28/23
Trump,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,11/28/23
Biden,48,HarrisX,Online Panel,rv,rv,4003,1.5,-0.1,DEM,6,11/28/23
Trump,52,HarrisX,Online Panel,rv,rv,4003,1.5,-0.1,REP,6,11/28/23
Biden,36,HarrisX,Online Panel,rv,rv,4003,1.5,-0.1,DEM,6,11/28/23
Trump,43,HarrisX,Online Panel,rv,rv,4003,1.5,-0.1,REP,6,11/28/23
Kennedy,17,HarrisX,Online Panel,rv,rv,4003,1.5,-0.1,IND,6,11/28/23
West,4,HarrisX,Online Panel,rv,rv,4003,1.5,-0.1,IND,6,11/28/23
Biden,44,YouGov,Online Panel,rv,rv,1323,3,-1.1,DEM,9,11/27/23
Trump,42,YouGov,Online Panel,rv,rv,1323,3,-1.1,REP,9,11/27/23
Biden,41,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,11/27/23
Trump,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,11/27/23
Biden,39,YouGov,Online Panel,a,a,1000,3,-1.1,DEM,9,11/27/23
Trump,37,YouGov,Online Panel,a,a,1000,3,-1.1,REP,9,11/27/23
Biden,38,YouGov,Online Panel,a,a,1000,3,-1.1,DEM,9,11/27/23
DeSantis,35,YouGov,Online Panel,a,a,1000,3,-1.1,REP,9,11/27/23
Newsom,34,YouGov,Online Panel,a,a,1000,3,-1.1,DEM,9,11/27/23
Trump,36,YouGov,Online Panel,a,a,1000,3,-1.1,REP,9,11/27/23
Newsom,31,YouGov,Online Panel,a,a,1000,3,-1.1,DEM,9,11/27/23
DeSantis,32,YouGov,Online Panel,a,a,1000,3,-1.1,REP,9,11/27/23
Biden,43,Morning Consult,Online Panel,rv,rv,6527,1.9,-0.3,DEM,3,11/26/23
Trump,42,Morning Consult,Online Panel,rv,rv,6527,1.9,-0.3,REP,3,11/26/23
Biden,37,Leger,Online Panel,a,a,1001,2,0,DEM,9,11/26/23
Trump,35,Leger,Online Panel,a,a,1001,2,0,REP,9,11/26/23
Biden,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,11/25/23
Trump,41,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,11/25/23
Biden,44,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,11/24/23
Trump,42,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,11/24/23
Biden,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,11/23/23
Trump,42,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,11/23/23
Biden,37.1,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,870,1.1,0.2,DEM,7,11/23/23
Trump,38.6,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,870,1.1,0.2,REP,7,11/23/23
Biden,39,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,817,1.1,0.2,DEM,7,11/23/23
Trump,39,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,817,1.1,0.2,REP,7,11/23/23
Biden,36.5,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,870,1.1,0.2,DEM,7,11/23/23
Trump,38.7,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,870,1.1,0.2,REP,7,11/23/23
Kennedy,9.4,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,870,1.1,0.2,IND,7,11/23/23
Biden,38.8,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,817,1.1,0.2,DEM,7,11/23/23
Trump,39.2,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,817,1.1,0.2,REP,7,11/23/23
Kennedy,8.3,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,817,1.1,0.2,IND,7,11/23/23
Biden,35.9,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,870,1.1,0.2,DEM,7,11/23/23
Trump,39.4,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,870,1.1,0.2,REP,7,11/23/23
Kennedy,10.3,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,870,1.1,0.2,IND,7,11/23/23
West,1.7,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,870,1.1,0.2,IND,7,11/23/23
Stein,0.5,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,870,1.1,0.2,GRE,7,11/23/23
Biden,37.7,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,817,1.1,0.2,DEM,7,11/23/23
Trump,40,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,817,1.1,0.2,REP,7,11/23/23
Kennedy,9.6,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,817,1.1,0.2,IND,7,11/23/23
West,1.8,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,817,1.1,0.2,IND,7,11/23/23
Stein,0.4,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,817,1.1,0.2,GRE,7,11/23/23
Biden,36.6,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,854,1.1,0.2,DEM,7,11/23/23
Trump,37.8,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,854,1.1,0.2,REP,7,11/23/23
Biden,39,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,784,1.1,0.2,DEM,7,11/23/23
Trump,38.6,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,784,1.1,0.2,REP,7,11/23/23
Biden,35.3,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,854,1.1,0.2,DEM,7,11/23/23
Trump,34.3,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,854,1.1,0.2,REP,7,11/23/23
Kennedy,9,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,854,1.1,0.2,IND,7,11/23/23
Biden,37.9,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,784,1.1,0.2,DEM,7,11/23/23
Trump,35.6,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,784,1.1,0.2,REP,7,11/23/23
Kennedy,8.8,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,784,1.1,0.2,IND,7,11/23/23
Biden,34.6,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,854,1.1,0.2,DEM,7,11/23/23
Trump,36.1,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,854,1.1,0.2,REP,7,11/23/23
Kennedy,8.4,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,854,1.1,0.2,IND,7,11/23/23
West,1.9,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,854,1.1,0.2,IND,7,11/23/23
Stein,2.1,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,854,1.1,0.2,GRE,7,11/23/23
Biden,37.2,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,784,1.1,0.2,DEM,7,11/23/23
Trump,36.9,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,784,1.1,0.2,REP,7,11/23/23
Kennedy,8.5,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,784,1.1,0.2,IND,7,11/23/23
West,2,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,784,1.1,0.2,IND,7,11/23/23
Stein,1.8,Big Data Poll,Online Panel/Text-to-Web/Text,lv,lv,784,1.1,0.2,GRE,7,11/23/23
Biden,42,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,11/22/23
Trump,43,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,11/22/23
Biden,41,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,11/21/23
Trump,44,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,11/21/23
Biden,40,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,DEM,3,11/20/23
Trump,44,Morning Consult,Online Panel,rv,rv,4000,1.9,-0.3,REP,3,11/20/23
Biden,42.9,Emerson,IVR/Online Panel,rv,rv,1475,2.9,-1.1,DEM,7,11/20/23
Trump,47.3,Emerson,IVR/Online Panel,rv,rv,1475,2.9,-1.1,REP,7,11/20/23
Biden,35.9,Emerson,IVR/Online Panel,rv,rv,1475,2.9,-1.1,DEM,7,11/20/23
Trump,42.2,Emerson,IVR/Online Panel,rv,rv,1475,2.9,-1.1,REP,7,11/20/23
Kennedy,6.7,Emerson,IVR/Online Panel,rv,rv,1475,2.9,-1.1,IND,7,11/20/23
West,1.1,Emerson,IVR/Online Panel,rv,rv,1475,2.9,-1.1,IND,7,11/20/23
Stein,0.8,Emerson,IVR/Online Panel,rv,rv,1475,2.9,-1.1,GRE,7,11/20/23
Biden,37.5,Emerson,IVR/Online Panel,rv,rv,1475,2.9,-1.1,DEM,7,11/20/23
Haley,37.6,Emerson,IVR/Online Panel,rv,rv,1475,2.9,-1.1,REP,7,11/20/23
Biden,43,McLaughlin,Online Panel,lv,lv,1000,0.5,1.6,DEM,4,11/20/23
Trump,49,McLaughlin,Online Panel,lv,lv,1000,0.5,1.6,REP,4,11/20/23
Harris,40,McLaughlin,Online Panel,lv,lv,1000,0.5,1.6,DEM,4,11/20/23
Trump,51,McLaughlin,Online Panel,lv,lv,1000,0.5,1.6,REP,4,11/20/23
Biden,32,McLaughlin,Online Panel,lv,lv,1000,0.5,1.6,DEM,4,11/20/23
Trump,36,McLaughlin,Online Panel,lv,lv,1000,0.5,1.6,REP,4,11/20/23
Kennedy,12,McLaughlin,Online Panel,lv,lv,1000,0.5,1.6,IND,4,11/20/23
West,4,McLaughlin,Online Panel,lv,lv,1000,0.5,1.6,IND,4,11/20/23
Manchin,3,McLaughlin,Online Panel,lv,lv,1000,0.5,1.6,IND,4,11/20/23
Stein,2,McLaughlin,Online Panel,lv,lv,1000,0.5,1.6,GRE,4,11/20/23
Biden,42,Tulchin Research,Live Phone/Text-to-Web/Email,lv,lv,800,0.9,0.3,DEM,3,11/20/23
Trump,42,Tulchin Research,Live Phone/Text-to-Web/Email,lv,lv,800,0.9,0.3,REP,3,11/20/23
Biden,48,Roanoke College,Live Phone/Online Panel,a,a,686,2.6,-0.4,DEM,7,11/20/23
Trump,44,Roanoke College,Live Phone/Online Panel,a,a,686,2.6,-0.4,REP,7,11/20/23
Biden,46,NORC,Probability Panel,lv,lv,2694,2,0.2,DEM,7,11/20/23
Trump,36,NORC,Probability Panel,lv,lv,2694,2,0.2,REP,7,11/20/23
Biden,41,Morning Consult,Online Panel,rv,rv,5855,1.9,-0.3,DEM,3,11/19/23
Trump,44,Morning Consult,Online Panel,rv,rv,5855,1.9,-0.3,REP,3,11/19/23
Biden,29.6,Big Data Poll,Online Panel/Text-to-Web/Text,rv,rv,1352,1.1,0.2,DEM,7,11/19/23
